Company_Category,Company,Class,Service_Name,Level,Category,Indicator,Scoring_Level,Element,Score,Answer,Comments,Sources
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Privacy,Governance,G2,Element,G2.1,100,yes,"Yes. The ""Oath - GNI Principles"" (Source 62) state: ""The Business and Human Rights Program (BHRP) leads the company’s efforts to make responsible decisions in the areas of free expression and privacy. A full-time core team consisting of senior-level employees guides, directs, and manages the BHRP. Oath’s human rights team is under the remit of Oath’s General Counsel. The Corporate Governance and Policy Committee of the Verizon Board of Directors receives periodic updates on information about global human rights risks and opportunities related to Oath.""",NA
Internet,Verizon Media,Group,NA,Group - Freedom of Expression,Governance,G2,Element,G2.2,100,yes,"Yes. The  ""Oath - GNI Principles"" (Source 62) state: The Corporate Governance and Policy Committee of the Verizon Board of Directors receives periodic updates on information about global human rights risks and opportunities related to Oath.",NA
Internet,Verizon Media,Group,NA,Group - Privacy,Governance,G2,Element,G2.2,100,yes,"Yes. The  ""Oath - GNI Principles"" (Source 62) state: The Corporate Governance and Policy Committee of the Verizon Board of Directors receives periodic updates on information about global human rights risks and opportunities related to Oath.",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Freedom of Expression,Governance,G2,Element,G2.2,100,yes,"Yes. The  ""Oath - GNI Principles"" (Source 62) state: The Corporate Governance and Policy Committee of the Verizon Board of Directors receives periodic updates on information about global human rights risks and opportunities related to Oath.",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Privacy,Governance,G2,Element,G2.2,100,yes,"Yes. The  ""Oath - GNI Principles"" (Source 62) state: The Corporate Governance and Policy Committee of the Verizon Board of Directors receives periodic updates on information about global human rights risks and opportunities related to Oath.",NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Freedom of Expression,Governance,G2,Element,G2.2,100,yes,"Yes. The  ""Oath - GNI Principles"" (Source 62) state: The Corporate Governance and Policy Committee of the Verizon Board of Directors receives periodic updates on information about global human rights risks and opportunities related to Oath.",NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Privacy,Governance,G2,Element,G2.2,100,yes,"Yes. The  ""Oath - GNI Principles"" (Source 62) state: The Corporate Governance and Policy Committee of the Verizon Board of Directors receives periodic updates on information about global human rights risks and opportunities related to Oath.",NA
Internet,Verizon Media,Group,NA,Group - Freedom of Expression,Governance,G2,Element,G2.3,100,yes,Yes. Oath's Business and Human Rights Program (BHRP) oversees how the company's practices affect freedom of expression and privacy (Source 63).,NA
Internet,Verizon Media,Group,NA,Group - Privacy,Governance,G2,Element,G2.3,100,yes,Yes. Oath's Business and Human Rights Program (BHRP) oversees how the company's practices affect freedom of expression and privacy (Source 63).,NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Freedom of Expression,Governance,G2,Element,G2.3,100,yes,Yes. Oath's Business and Human Rights Program (BHRP) oversees how the company's practices affect freedom of expression and privacy (Source 63).,NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Privacy,Governance,G2,Element,G2.3,100,yes,Yes. Oath's Business and Human Rights Program (BHRP) oversees how the company's practices affect freedom of expression and privacy (Source 63).,NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Freedom of Expression,Governance,G2,Element,G2.3,100,yes,Yes. Oath's Business and Human Rights Program (BHRP) oversees how the company's practices affect freedom of expression and privacy (Source 63).,NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Privacy,Governance,G2,Element,G2.3,100,yes,Yes. Oath's Business and Human Rights Program (BHRP) oversees how the company's practices affect freedom of expression and privacy (Source 63).,NA
Internet,Verizon Media,Group,NA,Group - Freedom of Expression,Governance,G2,Level,NA,100,NA,NA,62;63
Internet,Verizon Media,Group,NA,Group - Privacy,Governance,G2,Level,NA,100,NA,NA,62;63
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Freedom of Expression,Governance,G2,Level,NA,100,NA,NA,62;63
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Privacy,Governance,G2,Level,NA,100,NA,NA,62;63
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Freedom of Expression,Governance,G2,Level,NA,100,NA,NA,62;63
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Privacy,Governance,G2,Level,NA,100,NA,NA,62;63
Internet,Verizon Media,Total,NA,NA,Governance,G2,Indicator,NA,100,NA,NA,NA
Internet,Verizon Media,Group,NA,Group - Freedom of Expression,Governance,G3,Element,G3.1,100,yes,"Yes. Oath's Business and Human Rights program page (Source 61) states: ""We're committed to the international foundations of freedom of expression and privacy, and translate those principles into practical steps to be followed by our employees. We design targeted employee training and information-sharing sessions to discuss human rights policies and procedures.""",NA
Internet,Verizon Media,Group,NA,Group - Privacy,Governance,G3,Element,G3.1,100,yes,"Yes. Oath's Business and Human Rights program page (Source 61) states: ""We're committed to the international foundations of freedom of expression and privacy, and translate those principles into practical steps to be followed by our employees. We design targeted employee training and information-sharing sessions to discuss human rights policies and procedures.""",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Freedom of Expression,Governance,G3,Element,G3.1,100,yes,"Yes. Oath's Business and Human Rights program page (Source 61) states: ""We're committed to the international foundations of freedom of expression and privacy, and translate those principles into practical steps to be followed by our employees. We design targeted employee training and information-sharing sessions to discuss human rights policies and procedures.""",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Privacy,Governance,G3,Element,G3.1,100,yes,"Yes. Oath's Business and Human Rights program page (Source 61) states: ""We're committed to the international foundations of freedom of expression and privacy, and translate those principles into practical steps to be followed by our employees. We design targeted employee training and information-sharing sessions to discuss human rights policies and procedures.""",NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Freedom of Expression,Governance,G3,Element,G3.1,100,yes,"Yes. Oath's Business and Human Rights program page (Source 61) states: ""We're committed to the international foundations of freedom of expression and privacy, and translate those principles into practical steps to be followed by our employees. We design targeted employee training and information-sharing sessions to discuss human rights policies and procedures.""",NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Privacy,Governance,G3,Element,G3.1,100,yes,"Yes. Oath's Business and Human Rights program page (Source 61) states: ""We're committed to the international foundations of freedom of expression and privacy, and translate those principles into practical steps to be followed by our employees. We design targeted employee training and information-sharing sessions to discuss human rights policies and procedures.""",NA
Internet,Verizon Media,Group,NA,Group - Freedom of Expression,Governance,G3,Element,G3.2,100,yes,"Yes. Oath's Standards of Business Conduct (Source 64) clearly outlines the company's commitment to respect users' freedom of expression and privacy rights, and provides information about how employees can contact a third-party reporting agency with any issues regarding the SBC: ""The SBC is a key part of our culture and is vital to supporting our company values and enhancing our relationships with our clients and peers. If you have any questions about the SBC, please reach out to the Ethics & Compliance Office team. You can reach out anonymously if you choose.""",NA
Internet,Verizon Media,Group,NA,Group - Privacy,Governance,G3,Element,G3.2,100,yes,"Yes. Oath's Standards of Business Conduct (Source 64) clearly outlines the company's commitment to respect users' freedom of expression and privacy rights, and provides information about how employees can contact a third-party reporting agency with any issues regarding the SBC: ""The SBC is a key part of our culture and is vital to supporting our company values and enhancing our relationships with our clients and peers. If you have any questions about the SBC, please reach out to the Ethics & Compliance Office team. You can reach out anonymously if you choose.""",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Freedom of Expression,Governance,G3,Element,G3.2,100,yes,"Yes. Oath's Standards of Business Conduct (Source 64) clearly outlines the company's commitment to respect users' freedom of expression and privacy rights, and provides information about how employees can contact a third-party reporting agency with any issues regarding the SBC: ""The SBC is a key part of our culture and is vital to supporting our company values and enhancing our relationships with our clients and peers. If you have any questions about the SBC, please reach out to the Ethics & Compliance Office team. You can reach out anonymously if you choose.""",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Privacy,Governance,G3,Element,G3.2,100,yes,"Yes. Oath's Standards of Business Conduct (Source 64) clearly outlines the company's commitment to respect users' freedom of expression and privacy rights, and provides information about how employees can contact a third-party reporting agency with any issues regarding the SB: ""The SBC is a key part of our culture and is vital to supporting our company values and enhancing our relationships with our clients and peers. If you have any questions about the SBC, please reach out to the Ethics & Compliance Office team. You can reach out anonymously if you choose.""",NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Freedom of Expression,Governance,G3,Element,G3.2,100,yes,"Yes. Oath's Standards of Business Conduct (Source 64) clearly outlines the company's commitment to respect users' freedom of expression and privacy rights, and provides information about how employees can contact a third-party reporting agency with any issues regarding the SBC: ""The SBC is a key part of our culture and is vital to supporting our company values and enhancing our relationships with our clients and peers. If you have any questions about the SBC, please reach out to the Ethics & Compliance Office team. You can reach out anonymously if you choose.""",NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Privacy,Governance,G3,Element,G3.2,100,yes,"Yes. Oath's Standards of Business Conduct (Source 64) clearly outlines the company's commitment to respect users' freedom of expression and privacy rights, and provides information about how employees can contact a third-party reporting agency with any issues regarding the SBC: ""The SBC is a key part of our culture and is vital to supporting our company values and enhancing our relationships with our clients and peers. If you have any questions about the SBC, please reach out to the Ethics & Compliance Office team. You can reach out anonymously if you choose.""",NA
Internet,Verizon Media,Group,NA,Group - Freedom of Expression,Governance,G3,Level,NA,100,NA,NA,61; 64
Internet,Verizon Media,Group,NA,Group - Privacy,Governance,G3,Level,NA,100,NA,NA,61; 64
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Freedom of Expression,Governance,G3,Level,NA,100,NA,NA,61 ;64
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Privacy,Governance,G3,Level,NA,100,NA,NA,61; 64
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Freedom of Expression,Governance,G3,Level,NA,100,NA,NA,61; 64
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Privacy,Governance,G3,Level,NA,100,NA,NA,61; 64
Internet,Verizon Media,Total,NA,NA,Governance,G3,Indicator,NA,100,NA,NA,NA
Internet,Verizon Media,Group,NA,Group - Freedom of Expression,Governance,G4,Element,G4.1,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, “When we conduct an HRIA, we review a number of factors, including: the international legal and moral foundations for the rights to freedom of expression and privacy; the general human rights landscape in the relevant country or region, with a particular focus on rule of law, free expression and privacy; local laws about free expression and privacy; Oath’s business and product plans for entry into the market; the existing and potential benefits of the Internet to the citizens of the relevant region or country. Based upon what we learn, we identify potential human rights risks and opportunities  that could arise from Oath’s products and operations. We then make recommendations to avoid or mitigate those risks, and to protect our users, and promote human rights with our products and on our platforms.""",NA
Internet,Verizon Media,Group,NA,Group - Privacy,Governance,G4,Element,G4.1,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, “When we conduct an HRIA, we review a number of factors, including: the international legal and moral foundations for the rights to freedom of expression and privacy; the general human rights landscape in the relevant country or region, with a particular focus on rule of law, free expression and privacy; local laws about free expression and privacy; Oath’s business and product plans for entry into the market; the existing and potential benefits of the Internet to the citizens of the relevant region or country. Based upon what we learn, we identify potential human rights risks and opportunities  that could arise from Oath’s products and operations. We then make recommendations to avoid or mitigate those risks, and to protect our users, and promote human rights with our products and on our platforms.""",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Freedom of Expression,Governance,G4,Element,G4.1,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, “When we conduct an HRIA, we review a number of factors, including: the international legal and moral foundations for the rights to freedom of expression and privacy; the general human rights landscape in the relevant country or region, with a particular focus on rule of law, free expression and privacy; local laws about free expression and privacy; Oath’s business and product plans for entry into the market; the existing and potential benefits of the Internet to the citizens of the relevant region or country. Based upon what we learn, we identify potential human rights risks and opportunities  that could arise from Oath’s products and operations. We then make recommendations to avoid or mitigate those risks, and to protect our users, and promote human rights with our products and on our platforms.""",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Privacy,Governance,G4,Element,G4.1,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, “When we conduct an HRIA, we review a number of factors, including: the international legal and moral foundations for the rights to freedom of expression and privacy; the general human rights landscape in the relevant country or region, with a particular focus on rule of law, free expression and privacy; local laws about free expression and privacy; Oath’s business and product plans for entry into the market; the existing and potential benefits of the Internet to the citizens of the relevant region or country. Based upon what we learn, we identify potential human rights risks and opportunities  that could arise from Oath’s products and operations. We then make recommendations to avoid or mitigate those risks, and to protect our users, and promote human rights with our products and on our platforms.""",NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Freedom of Expression,Governance,G4,Element,G4.1,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, “When we conduct an HRIA, we review a number of factors, including: the international legal and moral foundations for the rights to freedom of expression and privacy; the general human rights landscape in the relevant country or region, with a particular focus on rule of law, free expression and privacy; local laws about free expression and privacy; Oath’s business and product plans for entry into the market; the existing and potential benefits of the Internet to the citizens of the relevant region or country. Based upon what we learn, we identify potential human rights risks and opportunities  that could arise from Oath’s products and operations. We then make recommendations to avoid or mitigate those risks, and to protect our users, and promote human rights with our products and on our platforms.""",NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Privacy,Governance,G4,Element,G4.1,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, “When we conduct an HRIA, we review a number of factors, including: the international legal and moral foundations for the rights to freedom of expression and privacy; the general human rights landscape in the relevant country or region, with a particular focus on rule of law, free expression and privacy; local laws about free expression and privacy; Oath’s business and product plans for entry into the market; the existing and potential benefits of the Internet to the citizens of the relevant region or country. Based upon what we learn, we identify potential human rights risks and opportunities  that could arise from Oath’s products and operations. We then make recommendations to avoid or mitigate those risks, and to protect our users, and promote human rights with our products and on our platforms.""",NA
Internet,Verizon Media,Group,NA,Group - Freedom of Expression,Governance,G4,Element,G4.2,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, “When we conduct an HRIA, we review a number of factors [....] Based upon what we learn, we identify potential human rights risks and opportunities that could arise from Oath’s products and operations. We then make recommendations to avoid or mitigate those risks, and to protect our users, and promote human rights with our products and on our platforms."" The page also states: ""The HRIA is the starting point for our ongoing review of the human rights landscape and of Oath’s business plans. HRIAs inform our evolving strategies to promote and protect our users’ rights to free expression and privacy.""",NA
Internet,Verizon Media,Group,NA,Group - Privacy,Governance,G4,Element,G4.2,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, “When we conduct an HRIA, we review a number of factors [....] Based upon what we learn, we identify potential human rights risks and opportunities that could arise from Oath’s products and operations. We then make recommendations to avoid or mitigate those risks, and to protect our users, and promote human rights with our products and on our platforms."" The page also states: ""The HRIA is the starting point for our ongoing review of the human rights landscape and of Oath’s business plans. HRIAs inform our evolving strategies to promote and protect our users’ rights to free expression and privacy.""",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Freedom of Expression,Governance,G4,Element,G4.2,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, “When we conduct an HRIA, we review a number of factors [....] Based upon what we learn, we identify potential human rights risks and opportunities that could arise from Oath’s products and operations. We then make recommendations to avoid or mitigate those risks, and to protect our users, and promote human rights with our products and on our platforms."" The page also states: ""The HRIA is the starting point for our ongoing review of the human rights landscape and of Oath’s business plans. HRIAs inform our evolving strategies to promote and protect our users’ rights to free expression and privacy.""",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Privacy,Governance,G4,Element,G4.2,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, “When we conduct an HRIA, we review a number of factors [....] Based upon what we learn, we identify potential human rights risks and opportunities that could arise from Oath’s products and operations. We then make recommendations to avoid or mitigate those risks, and to protect our users, and promote human rights with our products and on our platforms."" The page also states: ""The HRIA is the starting point for our ongoing review of the human rights landscape and of Oath’s business plans. HRIAs inform our evolving strategies to promote and protect our users’ rights to free expression and privacy.""",NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Freedom of Expression,Governance,G4,Element,G4.2,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, “When we conduct an HRIA, we review a number of factors [....] Based upon what we learn, we identify potential human rights risks and opportunities that could arise from Oath’s products and operations. We then make recommendations to avoid or mitigate those risks, and to protect our users, and promote human rights with our products and on our platforms."" The page also states: ""The HRIA is the starting point for our ongoing review of the human rights landscape and of Oath’s business plans. HRIAs inform our evolving strategies to promote and protect our users’ rights to free expression and privacy.""",NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Privacy,Governance,G4,Element,G4.2,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, “When we conduct an HRIA, we review a number of factors [....] Based upon what we learn, we identify potential human rights risks and opportunities that could arise from Oath’s products and operations. We then make recommendations to avoid or mitigate those risks, and to protect our users, and promote human rights with our products and on our platforms."" The page also states: ""The HRIA is the starting point for our ongoing review of the human rights landscape and of Oath’s business plans. HRIAs inform our evolving strategies to promote and protect our users’ rights to free expression and privacy.""",NA
Internet,Verizon Media,Group,NA,Group - Freedom of Expression,Governance,G4,Element,G4.3,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""There are a variety of circumstances that trigger an HRIA, including:
Entry into new markets; Launch of new products or services that may impact users’ rights to privacy or free expression...""",NA
Internet,Verizon Media,Group,NA,Group - Privacy,Governance,G4,Element,G4.3,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""There are a variety of circumstances that trigger an HRIA, including:
Entry into new markets; Launch of new products or services that may impact users’ rights to privacy or free expression...""",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Freedom of Expression,Governance,G4,Element,G4.3,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""There are a variety of circumstances that trigger an HRIA, including:
Entry into new markets; Launch of new products or services that may impact users’ rights to privacy or free expression...""",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Privacy,Governance,G4,Element,G4.3,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""There are a variety of circumstances that trigger an HRIA, including:
Entry into new markets; Launch of new products or services that may impact users’ rights to privacy or free expression...""",NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Freedom of Expression,Governance,G4,Element,G4.3,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""There are a variety of circumstances that trigger an HRIA, including:
Entry into new markets; Launch of new products or services that may impact users’ rights to privacy or free expression...""",NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Privacy,Governance,G4,Element,G4.3,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""There are a variety of circumstances that trigger an HRIA, including:
Entry into new markets; Launch of new products or services that may impact users’ rights to privacy or free expression...""",NA
Internet,Verizon Media,Group,NA,Group - Freedom of Expression,Governance,G4,Element,G4.4,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""There are a variety of circumstances that trigger an HRIA, including: Review of internal processes or mechanisms to enforce policies, such as our terms of service, that may impact users’ rights to privacy or free expression.""",NA
Internet,Verizon Media,Group,NA,Group - Privacy,Governance,G4,Element,G4.4,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""There are a variety of circumstances that trigger an HRIA, including: Review of internal processes or mechanisms to enforce policies, such as our terms of service, that may impact users’ rights to privacy or free expression.""",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Freedom of Expression,Governance,G4,Element,G4.4,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""There are a variety of circumstances that trigger an HRIA, including: Review of internal processes or mechanisms to enforce policies, such as our terms of service, that may impact users’ rights to privacy or free expression.""",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Privacy,Governance,G4,Element,G4.4,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""There are a variety of circumstances that trigger an HRIA, including: Review of internal processes or mechanisms to enforce policies, such as our terms of service, that may impact users’ rights to privacy or free expression.""",NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Freedom of Expression,Governance,G4,Element,G4.4,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""There are a variety of circumstances that trigger an HRIA, including: Review of internal processes or mechanisms to enforce policies, such as our terms of service, that may impact users’ rights to privacy or free expression.""",NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Privacy,Governance,G4,Element,G4.4,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""There are a variety of circumstances that trigger an HRIA, including: Review of internal processes or mechanisms to enforce policies, such as our terms of service, that may impact users’ rights to privacy or free expression.""",NA
Internet,Verizon Media,Group,NA,Group - Freedom of Expression,Governance,G4,Element,G4.5,0,no disclosure found,No disclosure found.,NA
Internet,Verizon Media,Group,NA,Group - Privacy,Governance,G4,Element,G4.5,0,no disclosure found,No disclosure found.,NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Freedom of Expression,Governance,G4,Element,G4.5,0,no disclosure found,No disclosure found.,NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Privacy,Governance,G4,Element,G4.5,0,no disclosure found,No disclosure found.,NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Freedom of Expression,Governance,G4,Element,G4.5,0,no disclosure found,No disclosure found.,NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Privacy,Governance,G4,Element,G4.5,0,no disclosure found,No disclosure found.,NA
Internet,Verizon Media,Group,NA,Group - Freedom of Expression,Governance,G4,Element,G4.6,0,no disclosure found,No disclosure found.,NA
Internet,Verizon Media,Group,NA,Group - Privacy,Governance,G4,Element,G4.6,0,no disclosure found,No disclosure found.,NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Freedom of Expression,Governance,G4,Element,G4.6,0,no disclosure found,No disclosure found.,NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Privacy,Governance,G4,Element,G4.6,0,no disclosure found,No disclosure found.,NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Freedom of Expression,Governance,G4,Element,G4.6,0,no disclosure found,No disclosure found.,NA
Internet,Verizon Media,Email,Yahoo Mail,Yahoo Mail - Privacy,Governance,G4,Element,G4.6,0,no disclosure found,No disclosure found.,NA
Internet,Verizon Media,Group,NA,Group - Freedom of Expression,Governance,G4,Element,G4.7,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""Oath conducts Human Rights Impact Assessments (HRIAs) to identify circumstances when freedom of expression and privacy may be jeopardized or advanced. Oath conducts short-form HRIAs for specific, targeted questions. When Oath identifies a significant risk to users’ free expression and/or privacy, we undertake a long-form assessment. The long-form HRIA provides a comprehensive background on the business plans, human rights issues, potential risk mitigation strategies, and other relevant information concerning the issue.""",NA
Internet,Verizon Media,Group,NA,Group - Privacy,Governance,G4,Element,G4.7,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""Oath conducts Human Rights Impact Assessments (HRIAs) to identify circumstances when freedom of expression and privacy may be jeopardized or advanced. Oath conducts short-form HRIAs for specific, targeted questions. When Oath identifies a significant risk to users’ free expression and/or privacy, we undertake a long-form assessment. The long-form HRIA provides a comprehensive background on the business plans, human rights issues, potential risk mitigation strategies, and other relevant information concerning the issue.""",NA
Internet,Verizon Media,Social Networking and Blog,Tumblr,Tumblr - Freedom of Expression,Governance,G4,Element,G4.7,100,yes,"Yes. Oath's Human Rights Impact Assessment page (Source 65) states, ""Oath conducts Human Rights Impact Assessments (HRIAs) to identify circumstances when freedom of expression and privacy may be jeopardized or advanced. Oath conducts short-form HRIAs for specific, targeted questions. When Oath identifies a significant risk to users’ free expression and/or privacy, we undertake a long-form assessment. The long-form HRIA provides a comprehensive background on the business plans, human rights issues, potential risk mitigation strategies, and other relevant information concerning the issue.""",NA
